gene_target,n_drugs,action_types,action_types_3cat,drugs,immune_indications,furthest_stage,furthest_stage_drugs,furthest_stage_indications
PSMB4,7,INHIBITOR,Inhibiting,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE;MARIZOMIB;OPROZOMIB,AIDS;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Evans syndrome;MALT lymphoma;POEMS syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell prolymphocytic leukemia,Approved,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,mantle cell lymphoma;plasma cell myeloma
PSMB5,7,INHIBITOR,Inhibiting,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE;MARIZOMIB;OPROZOMIB,AIDS;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Evans syndrome;MALT lymphoma;POEMS syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell prolymphocytic leukemia,Approved,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,mantle cell lymphoma;plasma cell myeloma
PSMB6,7,INHIBITOR,Inhibiting,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE;MARIZOMIB;OPROZOMIB,AIDS;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Evans syndrome;MALT lymphoma;POEMS syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell prolymphocytic leukemia,Approved,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,mantle cell lymphoma;plasma cell myeloma
PSMB7,7,INHIBITOR,Inhibiting,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE;MARIZOMIB;OPROZOMIB,AIDS;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Evans syndrome;MALT lymphoma;POEMS syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell prolymphocytic leukemia,Approved,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,mantle cell lymphoma;plasma cell myeloma
PSMB8,7,INHIBITOR,Inhibiting,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE;MARIZOMIB;OPROZOMIB,AIDS;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Evans syndrome;MALT lymphoma;POEMS syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell prolymphocytic leukemia,Approved,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,mantle cell lymphoma;plasma cell myeloma
PSMB9,7,INHIBITOR,Inhibiting,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE;MARIZOMIB;OPROZOMIB,AIDS;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Evans syndrome;MALT lymphoma;POEMS syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;T-cell prolymphocytic leukemia,Approved,BORTEZOMIB;BORTEZOMIB D-MANNITOL;CARFILZOMIB;IXAZOMIB;IXAZOMIB CITRATE,mantle cell lymphoma;plasma cell myeloma
SRC,7,INHIBITOR,Inhibiting,BOSUTINIB;DASATINIB ANHYDROUS;ILORASERTIB;SARACATINIB;TIRBANIBULIN;VANDETANIB;XL-228,"B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;Waldenstrom macroglobulinemia;acquired polycythemia vera;acute myeloid leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;juvenile myelomonocytic leukemia",Approved,DASATINIB ANHYDROUS,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive;chronic myelogenous leukemia, BCR-ABL1 positive"
PIK3R1,7,INHIBITOR,Inhibiting,BUPARLISIB;DACTOLISIB;GEDATOLISIB;PAXALISIB;SF-1126;TASELISIB;VOXTALISIB,"B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoplasmacytic lymphoma;mantle cell lymphoma;marginal zone lymphoma;myelofibrosis;plasma cell myeloma;primary central nervous system lymphoma",Phase 2,BUPARLISIB;GEDATOLISIB;PAXALISIB;TASELISIB;VOXTALISIB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;plasma cell myeloma;primary central nervous system lymphoma;thymoma
PIK3R2,7,INHIBITOR,Inhibiting,BUPARLISIB;DACTOLISIB;GEDATOLISIB;PAXALISIB;SF-1126;TASELISIB;VOXTALISIB,"B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoplasmacytic lymphoma;mantle cell lymphoma;marginal zone lymphoma;myelofibrosis;plasma cell myeloma;primary central nervous system lymphoma",Phase 2,BUPARLISIB;GEDATOLISIB;PAXALISIB;TASELISIB;VOXTALISIB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;plasma cell myeloma;primary central nervous system lymphoma;thymoma
PIK3R3,7,INHIBITOR,Inhibiting,BUPARLISIB;DACTOLISIB;GEDATOLISIB;PAXALISIB;SF-1126;TASELISIB;VOXTALISIB,"B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoplasmacytic lymphoma;mantle cell lymphoma;marginal zone lymphoma;myelofibrosis;plasma cell myeloma;primary central nervous system lymphoma",Phase 2,BUPARLISIB;GEDATOLISIB;PAXALISIB;TASELISIB;VOXTALISIB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;plasma cell myeloma;primary central nervous system lymphoma;thymoma
PIK3R5,7,INHIBITOR,Inhibiting,BUPARLISIB;DACTOLISIB;GEDATOLISIB;PAXALISIB;SF-1126;TASELISIB;VOXTALISIB,"B-cell chronic lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia;blast phase chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;follicular lymphoma;lymphoplasmacytic lymphoma;mantle cell lymphoma;marginal zone lymphoma;myelofibrosis;plasma cell myeloma;primary central nervous system lymphoma",Phase 2,BUPARLISIB;GEDATOLISIB;PAXALISIB;TASELISIB;VOXTALISIB,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;diffuse large B-cell lymphoma;follicular lymphoma;mantle cell lymphoma;plasma cell myeloma;primary central nervous system lymphoma;thymoma
MET,7,AGONIST;INHIBITOR,Mixed/Undetermined,CABOZANTINIB;CRIZOTINIB;MERESTINIB;NINGETINIB;TEPOTINIB;TEREVALEFIM;TIVANTINIB,acute myeloid leukemia;graft versus host disease;plasma cell myeloma,Phase 3,TEREVALEFIM,graft versus host disease
CSF3R,7,AGONIST,Activating,EFBEMALENOGRASTIM ALFA;EFLAPEGRASTIM;FILGRASTIM;LENOGRASTIM;LIPEGFILGRASTIM;PEGFILGRASTIM;REGRAMOSTIM,AIDS;B-cell acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;Crohn disease;Fanconi anemia;Sjogren syndrome;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;Waldenstrom macroglobulinemia;acute myeloid leukemia,Approved,EFBEMALENOGRASTIM ALFA;EFLAPEGRASTIM;FILGRASTIM;PEGFILGRASTIM,neutropenia
FGFR4,7,INHIBITOR,Inhibiting,ERDAFITINIB;FEXAGRATINIB;FUTIBATINIB;LY-2874455;NINTEDANIB;NINTEDANIB ESYLATE;XL-999,acute myeloid leukemia;limited cutaneous systemic sclerosis;plasma cell myeloma;systemic sclerosis,Approved,NINTEDANIB;NINTEDANIB ESYLATE,systemic sclerosis
ATP4A,7,INHIBITOR,Inhibiting,ESOMEPRAZOLE;ESOMEPRAZOLE MAGNESIUM;LANSOPRAZOLE;OMEPRAZOLE;PANTOPRAZOLE;VONOPRAZAN;VONOPRAZAN FUMARATE,B-cell chronic lymphocytic leukemia;Crohn disease;MALT lymphoma;acute myeloid leukemia;ankylosing spondylitis;atopic eczema;autoimmune thrombocytopenic purpura;diffuse large B-cell lymphoma;gastric mucosa-associated lymphoid tissue lymphoma;multiple sclerosis;rheumatoid arthritis;type 1 diabetes mellitus,Approved,ESOMEPRAZOLE MAGNESIUM;OMEPRAZOLE;VONOPRAZAN FUMARATE,ankylosing spondylitis;autoimmune thrombocytopenic purpura;gastric mucosa-associated lymphoid tissue lymphoma;rheumatoid arthritis
ATP4B,7,INHIBITOR,Inhibiting,ESOMEPRAZOLE;ESOMEPRAZOLE MAGNESIUM;LANSOPRAZOLE;OMEPRAZOLE;PANTOPRAZOLE;VONOPRAZAN;VONOPRAZAN FUMARATE,B-cell chronic lymphocytic leukemia;Crohn disease;MALT lymphoma;acute myeloid leukemia;ankylosing spondylitis;atopic eczema;autoimmune thrombocytopenic purpura;diffuse large B-cell lymphoma;gastric mucosa-associated lymphoid tissue lymphoma;multiple sclerosis;rheumatoid arthritis;type 1 diabetes mellitus,Approved,ESOMEPRAZOLE MAGNESIUM;OMEPRAZOLE;VONOPRAZAN FUMARATE,ankylosing spondylitis;autoimmune thrombocytopenic purpura;gastric mucosa-associated lymphoid tissue lymphoma;rheumatoid arthritis
SSTR2,7,AGONIST;BINDING AGENT,Activating,LANREOTIDE;LUTETIUM OXODOTREOTIDE LU-177;OCTREOTIDE;OCTREOTIDE ACETATE;ONZIGOLIDE;PASIREOTIDE;SOMATOSTATIN,Chylothorax;Graves ophthalmopathy;plasma cell myeloma;psoriasis vulgaris;thymic neuroendocrine tumor;thymoma;type 1 diabetes mellitus,Phase 3,ONZIGOLIDE,psoriasis vulgaris
SSTR5,7,AGONIST;BINDING AGENT,Activating,LANREOTIDE;LUTETIUM OXODOTREOTIDE LU-177;OCTREOTIDE;OCTREOTIDE ACETATE;ONZIGOLIDE;PASIREOTIDE;SOMATOSTATIN,Chylothorax;Graves ophthalmopathy;plasma cell myeloma;psoriasis vulgaris;thymic neuroendocrine tumor;thymoma;type 1 diabetes mellitus,Phase 3,ONZIGOLIDE,psoriasis vulgaris
RXRA,6,AGONIST;MODULATOR,Activating,ACITRETIN;ALITRETINOIN;BEXAROTENE;ETRETINATE;IRX-4204;SDX-101,B-cell chronic lymphocytic leukemia;acute myeloid leukemia;cutaneous lupus erythematosus;hand eczema;palmoplantar pustulosis;psoriasis;psoriasis vulgaris;psoriatic arthritis;vitiligo,Approved,ACITRETIN;ETRETINATE,psoriasis;psoriasis vulgaris
ADORA2B,6,ACTIVATOR;AGONIST;ANTAGONIST;INHIBITOR,Mixed/Undetermined,ADENOSINE;AMINOPHYLLINE;CAFFEINE;DEFIBROTIDE;PENTOXIFYLLINE;THEOPHYLLINE,AIDS;B-cell chronic lymphocytic leukemia;Kawasaki disease;acute myeloid leukemia;allergic rhinitis;atopic eczema;combined immunodeficiency;inflammatory bowel disease;lymphedema;plasma cell myeloma;rheumatoid arthritis;severe combined immunodeficiency,Phase 3,ADENOSINE,combined immunodeficiency
CDK2,6,INHIBITOR,Inhibiting,ALVOCIDIB;AT-7519;DINACICLIB;MILCICLIB;UCN-01;ZOTIRACICLIB,"B-cell chronic lymphocytic leukemia;B-cell prolymphocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;chronic myelogenous leukemia, BCR-ABL1 positive;diffuse large B-cell lymphoma;mantle cell lymphoma;plasma cell myeloma;therapy related acute myeloid leukemia and myelodysplastic syndrome;thymic carcinoma;thymoma",Phase 3,ALVOCIDIB;DINACICLIB,B-cell chronic lymphocytic leukemia
GRIN2A,6,AGONIST;ANTAGONIST;INHIBITOR;NEGATIVE ALLOSTERIC MODULATOR,Mixed/Undetermined,AMANTADINE;DEXTROMETHORPHAN;DEXTROMETHORPHAN HYDROBROMIDE;ESKETAMINE;KETAMINE;MEMANTINE,acute myeloid leukemia;allergic disease;allergic rhinitis;multiple sclerosis;myalgic encephalomeyelitis/chronic fatigue syndrome;rheumatoid arthritis;seasonal allergic rhinitis;systemic lupus erythematosus,Approved,DEXTROMETHORPHAN HYDROBROMIDE,allergic disease;seasonal allergic rhinitis
TOP2B,6,INHIBITOR,Inhibiting,AMSACRINE;DEXRAZOXANE;DEXRAZOXANE HYDROCHLORIDE;ETOPOSIDE;TENIPOSIDE;VOSAROXIN,AIDS;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell chronic lymphocytic leukemia;B-cell non-Hodgkin lymphoma;B-cell prolymphocytic leukemia;Burkitt lymphoma;Castleman disease;Chediak-Higashi syndrome;Chédiak-Higashi syndrome;HIV-associated cancer,Phase 3,AMSACRINE;DEXRAZOXANE;DEXRAZOXANE HYDROCHLORIDE;ETOPOSIDE;TENIPOSIDE;VOSAROXIN,"AIDS;B-cell acute lymphoblastic leukemia;B-cell adult acute lymphocytic leukemia;B-cell childhood acute lymphoblastic leukemia;B-cell non-Hodgkin lymphoma;Burkitt lymphoma;T-cell acute lymphoblastic leukemia;T-cell adult acute lymphocytic leukemia;acute myeloid leukemia;acute myeloid leukemia by FAB classification;acute promyelocytic leukemia;chronic myelogenous leukemia, BCR-ABL1 positive"
