drug,chembl_id,drug_type,gene_target,action_type,moa,immune_indication,disease_id,drug_stage_for_immune_indication,ot_approved_immune
CARFILZOMIB,CHEMBL451887,Protein,ADRM1;PSMA1;PSMA2;PSMA3;PSMA4;PSMA5;PSMA6;PSMA7;PSMA8;PSMB1;PSMB10;PSMB11;PSMB2;PSMB3;PSMB4;PSMB5;PSMB6;PSMB7;PSMB8;PSMB9;PSMC1;PSMC2;PSMC3;PSMC4;PSMC5;PSMC6;PSMD1;PSMD11;PSMD12;PSMD13;PSMD14;PSMD2;PSMD3;PSMD4;PSMD6;PSMD7;PSMD8;SEM1,INHIBITOR,26S proteasome inhibitor,smoldering plasma cell myeloma,MONDO_0005235,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,B-cell non-Hodgkin lymphoma,MONDO_0015759,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,POEMS syndrome,MONDO_0017364,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,Waldenstrom macroglobulinemia,MONDO_0100280,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 3,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,autoimmune disorder of the nervous system,MONDO_0002977,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,central nervous system non-hodgkin lymphoma,MONDO_0044887,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 3,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,follicular lymphoma,MONDO_0018906,Phase 3,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,graft versus host disease,MONDO_0013730,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,mantle cell lymphoma,MONDO_0018876,Phase 3,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,multiple sclerosis,MONDO_0005301,Phase 2,0
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,plasma cell myeloma,MONDO_0009693,Approved,1
CARMUSTINE,CHEMBL513,Small molecule,GSR,INHIBITOR,Glutathione reductase inhibitor,primary central nervous system lymphoma,MONDO_0002571,Phase 3,0
CARVEDILOL,CHEMBL723,Small molecule,ADRA1A;ADRA1B;ADRA1D;ADRB1;ADRB2;ADRB3,ANTAGONIST,Adrenergic receptor alpha-1 antagonist;Adrenergic receptor beta antagonist,anaphylaxis,MONDO_0100053,Unknown,0
CARVEDILOL,CHEMBL723,Small molecule,ADRA1A;ADRA1B;ADRA1D;ADRB1;ADRB2;ADRB3,ANTAGONIST,Adrenergic receptor alpha-1 antagonist;Adrenergic receptor beta antagonist,rheumatoid arthritis,MONDO_0008383,Phase 1,0
CARVEDILOL,CHEMBL723,Small molecule,ADRA1A;ADRA1B;ADRA1D;ADRB1;ADRB2;ADRB3,ANTAGONIST,Adrenergic receptor alpha-1 antagonist;Adrenergic receptor beta antagonist,type 1 diabetes mellitus,MONDO_0005147,Phase 2,0
CATEQUENTINIB,CHEMBL4303201,Small molecule,FLT4;KDR;KIT;PDGFRB,INHIBITOR,Platelet-derived growth factor receptor beta inhibitor;Stem cell growth factor receptor inhibitor;Vascular endothelial growth factor receptor 2 inhibitor;Vascular endothelial growth factor receptor 3 inhibitor,chronic graft versus host disease,MONDO_0020547,Phase 2,0
CATEQUENTINIB,CHEMBL4303201,Small molecule,FLT4;KDR;KIT;PDGFRB,INHIBITOR,Platelet-derived growth factor receptor beta inhibitor;Stem cell growth factor receptor inhibitor;Vascular endothelial growth factor receptor 2 inhibitor;Vascular endothelial growth factor receptor 3 inhibitor,thymic carcinoma,MONDO_0006451,Phase 2,0
CATEQUENTINIB,CHEMBL4303201,Small molecule,FLT4;KDR;KIT;PDGFRB,INHIBITOR,Platelet-derived growth factor receptor beta inhibitor;Stem cell growth factor receptor inhibitor;Vascular endothelial growth factor receptor 2 inhibitor;Vascular endothelial growth factor receptor 3 inhibitor,thymoma,MONDO_0006456,Phase 2,0
CATRIDECACOG,CHEMBL2108282,Protein,F13A1,EXOGENOUS PROTEIN,Coagulation factor XIII exogenous protein,ulcerative colitis,MONDO_0005101,Phase 2,0
CC-115,CHEMBL3586573,Small molecule,MTOR;PRKDC,INHIBITOR,DNA-dependent protein kinase inhibitor;Serine/threonine-protein kinase mTOR inhibitor,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 1,0
CC-115,CHEMBL3586573,Small molecule,MTOR;PRKDC,INHIBITOR,DNA-dependent protein kinase inhibitor;Serine/threonine-protein kinase mTOR inhibitor,plasma cell myeloma,MONDO_0009693,Phase 1,0
CC-401,CHEMBL1614713,Small molecule,MAPK10;MAPK8;MAPK9,INHIBITOR,c-Jun N-terminal kinase 1 inhibitor;c-Jun N-terminal kinase 2 inhibitor;c-Jun N-terminal kinase 3 inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 1,0
CCX354,CHEMBL4444976,Small molecule,CCR1,ANTAGONIST,C-C chemokine receptor type 1 antagonist,rheumatoid arthritis,MONDO_0008383,Phase 2,0
CD40 LIGAND,CHEMBL4297718,Unknown,CD40,AGONIST,Tumor necrosis factor receptor superfamily member 5 agonist,B-cell chronic lymphocytic leukemia,MONDO_0004948,Phase 1,0
CD40 LIGAND,CHEMBL4297718,Unknown,CD40,AGONIST,Tumor necrosis factor receptor superfamily member 5 agonist,X-linked hyper-IgM syndrome,Orphanet_101088,Phase 2,0
CD40 LIGAND,CHEMBL4297718,Unknown,CD40,AGONIST,Tumor necrosis factor receptor superfamily member 5 agonist,systemic lupus erythematosus,MONDO_0007915,Phase 1,0
CDP-484,CHEMBL2109459,Unknown,IL1B,INHIBITOR,Interleukin-1 beta inhibitor,immune system disorder,MONDO_0005046,Phase 2,0
CDX-301,CHEMBL4650387,Unknown,FLT3,AGONIST,Tyrosine-protein kinase receptor FLT3 agonist,plasma cell myeloma,MONDO_0009693,Phase 1,0
CE-224535,CHEMBL1823817,Small molecule,P2RX7,ANTAGONIST,P2X purinoceptor 7 antagonist,rheumatoid arthritis,MONDO_0008383,Phase 2,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 3,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,"chronic myelogenous leukemia, BCR-ABL1 positive",MONDO_0011996,Phase 3,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,chronic myelomonocytic leukemia,MONDO_0020311,Phase 3,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 1,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,juvenile myelomonocytic leukemia,MONDO_0011908,Phase 2,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,myelodysplastic/myeloproliferative neoplasm,MONDO_0006311,Phase 2,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,myeloid leukemia,MONDO_0004643,Approved,1
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,myeloproliferative neoplasm,MONDO_0020076,Phase 2,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,plasma cell myeloma,MONDO_0009693,Phase 2,0
CEDAZURIDINE,CHEMBL3237547,Small molecule,CDA,INHIBITOR,Cytidine deaminase inhibitor,systemic mastocytosis,MONDO_0016586,Phase 1,0
CEDIRANIB,CHEMBL491473,Small molecule,FLT1;FLT4;KDR;KIT;PDGFRA;PDGFRB,INHIBITOR,Platelet-derived growth factor receptor inhibitor;Stem cell growth factor receptor inhibitor;Vascular endothelial growth factor receptor inhibitor,acute myeloid leukemia,MONDO_0018874,Phase 1,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,Crohn disease,MONDO_0005011,Unknown,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,Graves ophthalmopathy,EFO_1001466,Phase 2,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,ankylosing spondylitis,MONDO_0005306,Approved,1
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,antiphospholipid syndrome,MONDO_8000010,Unknown,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,diffuse large B-cell lymphoma,MONDO_0018905,Phase 2,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,plasma cell myeloma,MONDO_0009693,Phase 1,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,psoriasis,MONDO_0005083,Unknown,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,rheumatoid arthritis,MONDO_0008383,Approved,1
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,thymic carcinoma,MONDO_0006451,Phase 1,0
CELECOXIB,CHEMBL118,Small molecule,PTGS2,INHIBITOR,Cyclooxygenase-2 inhibitor,thymic neuroendocrine tumor,MONDO_0019964,Phase 1,0
