gene,group,mis_z_score
LRRC37A,non-target,8.94
LRRC37A2,non-target,10.8
LRRC37A3,non-target,9.81
LRRC37B,non-target,3.03
LRRC38,non-target,1.29
LRRC39,non-target,0.625
LRRC3B,non-target,3.11
LRRC3C,non-target,0.176
LRRC4,non-target,1.84
LRRC40,non-target,0.241
LRRC41,non-target,4.0
LRRC42,non-target,-0.584
LRRC43,non-target,-0.337
LRRC45,non-target,-0.771
LRRC46,non-target,1.62
LRRC47,non-target,1.06
LRRC49,non-target,1.58
LRRC4B,non-target,4.12
LRRC4C,non-target,3.58
LRRC51,non-target,0.175
LRRC52,non-target,-0.267
LRRC53,non-target,-6.45
LRRC55,non-target,0.71
LRRC56,non-target,-0.88
LRRC57,non-target,1.22
LRRC58,non-target,0.954
LRRC59,non-target,1.33
LRRC61,non-target,-0.197
LRRC63,non-target,0.449
LRRC66,non-target,-0.865
LRRC69,non-target,0.956
LRRC7,non-target,5.38
LRRC70,non-target,1.03
LRRC71,non-target,-0.0952
LRRC72,non-target,-1.37
LRRC73,non-target,1.51
LRRC74A,non-target,0.0352
LRRC74B,non-target,-3.71
LRRC75A,non-target,1.48
LRRC75B,non-target,0.23
LRRC8A,non-target,5.38
LRRC8B,non-target,3.37
LRRC8C,non-target,4.04
LRRC8D,non-target,5.05
LRRC8E,non-target,0.0446
LRRC9,non-target,-7.55
LRRCC1,non-target,0.0465
LRRD1,non-target,1.42
LRRFIP1,non-target,0.423
LRRFIP2,non-target,0.179
LRRIQ1,non-target,-1.9
LRRIQ3,non-target,-1.94
LRRIQ4,non-target,0.0833
LRRK1,non-target,2.89
LRRK2,non-target,0.95
LRRN1,non-target,1.23
LRRN2,non-target,2.91
LRRN3,non-target,1.35
LRRN4,non-target,-0.825
LRRN4CL,non-target,-0.271
LRRTM1,non-target,2.17
LRRTM2,non-target,2.67
LRRTM3,non-target,1.85
LRRTM4,non-target,1.2
LRSAM1,non-target,1.57
LRTM1,non-target,-1.06
LRTM2,non-target,1.17
LRTOMT,non-target,0.5
LRWD1,non-target,-0.8
LSAMP,non-target,2.23
LSG1,non-target,-0.017
LSM1,non-target,0.195
LSM10,non-target,0.703
LSM11,non-target,0.295
LSM12,non-target,3.61
LSM14A,non-target,2.91
LSM14B,non-target,2.21
LSM2,non-target,2.01
LSM3,non-target,1.5
LSM4,non-target,2.15
LSM5,non-target,1.15
LSM6,non-target,1.67
LSM7,non-target,1.18
LSM8,non-target,1.01
LSMEM1,non-target,0.0641
LSMEM2,non-target,0.214
LSP1,non-target,0.297
LSR,non-target,-1.19
LSS,non-target,0.853
LST1,non-target,-0.155
LTA,in-trial,2.06
LTA4H,in-trial,1.74
LTB,in-trial,0.859
LTB4R,in-trial,0.302
LTB4R2,in-trial,-0.718
LTBP1,non-target,-0.578
LTBP2,non-target,1.55
LTBP3,non-target,2.77
LTBP4,non-target,1.26
LTBR,non-target,2.07
LTC4S,non-target,-0.666
LTF,non-target,0.0468
LTK,non-target,-1.09
LTN1,non-target,2.71
LTO1,non-target,-0.232
LTV1,non-target,1.02
LUC7L,non-target,2.05
LUC7L2,non-target,3.25
LUC7L3,non-target,3.52
LUM,non-target,1.51
LURAP1,non-target,0.875
LURAP1L,non-target,-2.04
LUZP1,non-target,1.88
LUZP2,non-target,-0.871
LUZP4,non-target,-1.3
LVRN,in-trial,-2.54
LXN,non-target,0.915
LY6D,non-target,0.557
LY6E,non-target,0.396
LY6G5B,non-target,0.258
LY6G5C,non-target,0.8
LY6G6C,non-target,1.05
LY6G6D,non-target,0.535
LY6G6E,non-target,-1.62
LY6G6F,non-target,1.22
LY6G6F-LY6G6D,non-target,1.46
LY6H,non-target,0.679
LY6K,non-target,-0.154
LY6L,non-target,0.873
LY75,non-target,0.972
LY75-CD302,non-target,0.725
LY86,non-target,-0.25
LY9,non-target,0.123
LY96,non-target,0.233
LYAR,non-target,-0.843
LYG1,non-target,0.748
LYG2,non-target,0.0908
LYL1,non-target,0.89
LYN,approved,4.16
LYNX1,non-target,0.0556
LYNX1-SLURP2,non-target,0.274
LYPD1,non-target,0.344
LYPD2,non-target,-0.197
LYPD3,non-target,-0.082
LYPD4,non-target,0.55
LYPD5,non-target,1.0
LYPD6,non-target,0.573
LYPD6B,non-target,0.989
LYPD8,non-target,-0.41
LYPLA1,non-target,2.15
LYPLA2,non-target,2.48
LYPLAL1,non-target,-1.93
LYRM1,non-target,-0.109
LYRM2,non-target,-0.591
LYRM4,non-target,-0.822
LYRM7,non-target,0.159
LYRM9,non-target,0.0417
LYSMD1,non-target,0.454
LYSMD2,non-target,1.25
LYSMD3,non-target,0.706
LYSMD4,non-target,-0.233
LYST,non-target,4.35
LYVE1,non-target,0.0925
LYZ,non-target,1.38
LYZL1,non-target,1.22
LYZL2,non-target,0.72
LYZL4,non-target,0.442
LYZL6,non-target,0.239
LZIC,non-target,1.21
LZTFL1,non-target,1.27
LZTR1,non-target,-0.588
LZTS1,non-target,-0.487
LZTS2,non-target,1.56
LZTS3,non-target,1.61
M1AP,non-target,1.62
M6PR,non-target,0.953
MAB21L1,non-target,1.55
MAB21L2,non-target,3.1
MAB21L3,non-target,0.349
MAB21L4,non-target,-0.466
MACC1,non-target,-1.74
MACF1,non-target,5.45
MACIR,non-target,0.785
MACO1,non-target,4.5
MACROD1,non-target,-0.259
MACROD2,non-target,0.779
MACROH2A1,non-target,4.78
MACROH2A2,non-target,3.79
MAD1L1,non-target,-0.727
MAD2L1,non-target,1.8
MAD2L1BP,non-target,0.581
MAD2L2,non-target,1.65
MADCAM1,in-trial,0.514
MADD,non-target,1.24
MAEA,non-target,2.98
MAEL,non-target,0.554
MAF,non-target,0.0801
MAF1,non-target,2.42
MAFA,non-target,-0.165
MAFB,non-target,2.11
MAFF,non-target,1.54
MAFG,non-target,2.29
MAFK,non-target,0.806
MAG,non-target,0.829
MAGEA1,non-target,1.44
MAGEA10,non-target,-0.49
MAGEA11,non-target,2.59
MAGEA12,non-target,0.14
MAGEA3,in-trial,0.886
MAGEA4,non-target,-1.82
MAGEA6,non-target,-1.39
MAGEA8,non-target,0.595
MAGEB1,non-target,-0.0841
MAGEB10,non-target,1.89
MAGEB16,non-target,0.474
MAGEB17,non-target,0.772
MAGEB18,non-target,0.98
MAGEB2,non-target,-3.33
MAGEB3,non-target,1.88
MAGEB4,non-target,0.839
MAGEB5,non-target,0.245
MAGEB6,non-target,0.0641
MAGEB6B,non-target,-0.687
MAGEC1,non-target,-2.74
MAGEC2,non-target,-1.26
MAGEC3,non-target,-1.5
MAGED1,non-target,2.36
MAGED2,non-target,2.77
MAGEE1,non-target,0.663
MAGEE2,non-target,-2.52
MAGEF1,non-target,-0.394
MAGEH1,non-target,0.976
MAGEL2,non-target,-1.35
MAGI1,non-target,0.27
MAGI2,non-target,2.25
MAGI3,non-target,2.52
MAGIX,non-target,0.277
MAGOH,non-target,3.58
MAGOHB,non-target,0.499
MAGT1,non-target,1.88
MAIP1,non-target,0.384
MAJIN,non-target,0.192
MAK,non-target,1.18
MAK16,non-target,1.6
MAL,non-target,-0.188
MAL2,non-target,0.277
MALL,non-target,3.03
MALRD1,non-target,-3.86
MALSU1,non-target,-1.72
MALT1,non-target,3.62
MAMDC2,non-target,0.306
MAMDC4,non-target,-1.72
MAML1,non-target,1.3
MAML2,non-target,0.291
MAML3,non-target,1.45
MAMLD1,non-target,1.05
MAMSTR,non-target,-0.17
MAN1A1,non-target,1.39
MAN1A2,non-target,3.27
MAN1B1,non-target,-0.855
MAN1C1,non-target,1.36
MAN2A1,non-target,0.624
MAN2A2,non-target,1.43
MAN2B1,non-target,0.926
MAN2B2,non-target,0.636
MAN2C1,non-target,0.0162
MANBA,non-target,0.43
MANBAL,non-target,0.318
MANEA,non-target,-0.113
MANEAL,non-target,0.911
MANF,non-target,0.0479
MANSC1,non-target,0.48
MANSC4,non-target,1.07
MAOA,in-trial,3.33
MAOB,in-trial,1.15
MAP10,non-target,-1.33
MAP1A,non-target,3.31
MAP1B,non-target,3.65
MAP1LC3A,non-target,0.967
MAP1LC3B,non-target,0.153
MAP1LC3B2,non-target,-0.0126
MAP1LC3C,non-target,0.272
MAP1S,non-target,-1.34
MAP2,non-target,0.943
MAP2K1,in-trial,4.48
MAP2K2,in-trial,1.73
MAP2K3,non-target,1.67
MAP2K4,non-target,4.52
MAP2K5,non-target,1.82
MAP2K6,non-target,4.37
MAP2K7,non-target,3.23
MAP3K1,in-trial,2.28
MAP3K10,non-target,2.47
MAP3K11,non-target,1.79
MAP3K12,non-target,4.27
MAP3K13,non-target,3.72
MAP3K14,non-target,5.21
MAP3K15,non-target,-2.11
MAP3K19,non-target,1.1
MAP3K2,non-target,2.21
MAP3K20,non-target,1.99
MAP3K21,non-target,1.7
MAP3K3,non-target,3.52
MAP3K4,non-target,4.24
MAP3K5,non-target,3.97
MAP3K6,non-target,1.5
MAP3K7,non-target,3.82
MAP3K7CL,non-target,0.368
MAP3K8,in-trial,2.93
MAP3K9,non-target,1.98
MAP4,non-target,1.97
MAP4K1,non-target,3.67
MAP4K2,non-target,1.75
MAP4K3,non-target,-0.117
MAP4K4,non-target,6.91
MAP4K5,non-target,1.39
MAP6,non-target,1.71
MAP6D1,non-target,-0.0105
MAP7,non-target,0.337
MAP7D1,non-target,-0.056
MAP7D2,non-target,-0.381
MAP7D3,non-target,-0.455
MAP9,non-target,-0.526
MAPK1,in-trial,5.17
MAPK10,in-trial,3.9
MAPK11,in-trial,1.13
MAPK12,non-target,-0.981
MAPK13,non-target,0.231
MAPK14,in-trial,4.9
MAPK15,non-target,-1.05
MAPK1IP1L,non-target,1.39
MAPK3,in-trial,1.83
MAPK4,non-target,1.42
MAPK6,non-target,1.81
MAPK7,non-target,2.03
MAPK8,in-trial,4.1
MAPK8IP1,non-target,2.96
MAPK8IP2,non-target,1.5
MAPK8IP3,non-target,4.04
MAPK9,in-trial,2.97
MAPKAP1,non-target,3.77
MAPKAPK2,non-target,3.2
MAPKAPK3,non-target,1.83
MAPKAPK5,in-trial,2.63
MAPKBP1,non-target,3.25
MAPRE1,non-target,2.79
MAPRE2,non-target,5.1
MAPRE3,non-target,3.36
MAPT,non-target,2.99
MARCHF1,non-target,1.17
MARCHF10,non-target,1.14
MARCHF11,non-target,0.948
MARCHF2,non-target,0.8
MARCHF3,non-target,1.16
MARCHF4,non-target,1.27
MARCHF5,non-target,3.66
MARCHF6,non-target,5.08
MARCHF7,non-target,0.238
MARCHF8,non-target,0.379
MARCHF9,non-target,1.8
MARCKS,non-target,-2.91
MARCKSL1,non-target,-0.604
MARCO,non-target,-0.61
MARF1,non-target,3.68
MARK1,non-target,3.61
MARK2,non-target,5.65
MARK3,non-target,1.79
MARK4,non-target,3.76
MARS1,non-target,2.19
MARS2,non-target,0.664
MARVELD1,non-target,0.761
MARVELD2,non-target,1.53
MARVELD3,non-target,-0.626
MAS1,in-trial,0.478
MAS1L,non-target,0.38
MASP1,non-target,0.393
MASP2,in-trial,-0.363
MAST1,non-target,5.7
MAST2,non-target,1.98
MAST3,non-target,5.15
MAST4,non-target,1.62
MASTL,non-target,1.29
MAT1A,non-target,2.48
MAT2A,non-target,5.5
MAT2B,non-target,1.42
MATK,non-target,2.01
MATN1,non-target,1.0
MATN2,non-target,2.31
MATN3,non-target,0.494
MATN4,non-target,0.135
MAU2,non-target,5.69
MAVS,non-target,1.24
MAX,non-target,2.66
MAZ,non-target,-1.58
MB,non-target,0.727
MB21D2,non-target,1.44
MBD1,non-target,2.87
MBD2,non-target,1.38
MBD3,non-target,-0.279
MBD3L1,non-target,0.763
MBD3L2,non-target,0.604
MBD3L2B,non-target,-2.32
MBD3L3,non-target,4.35
MBD3L5,non-target,1.82
MBD4,non-target,0.904
MBD5,non-target,2.0
MBD6,non-target,-0.418
MBIP,non-target,0.518
MBL2,non-target,-0.293
MBLAC1,non-target,0.298
MBLAC2,non-target,0.267
MBNL1,non-target,3.57
MBNL2,non-target,3.22
MBNL3,non-target,1.58
MBOAT1,non-target,0.721
MBOAT2,non-target,2.35
MBOAT4,non-target,0.858
MBOAT7,non-target,-0.407
MBP,non-target,0.523
MBTD1,non-target,5.02
MBTPS1,non-target,-3.28
MBTPS2,non-target,3.09
MC1R,in-trial,-2.3
MC2R,approved,0.412
MC3R,non-target,0.0335
MC4R,non-target,-0.0966
MC5R,non-target,0.234
MCAM,non-target,1.4
MCAT,non-target,-0.00734
MCC,non-target,-2.4
MCCC1,non-target,1.39
MCCC2,non-target,0.341
MCCD1,non-target,-1.3
MCEE,non-target,-0.0543
MCEMP1,non-target,0.143
MCF2,non-target,0.664
MCF2L,non-target,1.64
MCF2L2,non-target,1.34
MCFD2,non-target,-0.395
MCHR1,non-target,0.0972
MCHR2,non-target,0.48
MCIDAS,non-target,0.957
MCL1,in-trial,-0.948
MCM10,non-target,-0.207
MCM2,non-target,2.67
MCM3,non-target,1.54
MCM3AP,non-target,-0.144
MCM4,non-target,-0.558
MCM5,non-target,1.79
MCM6,non-target,2.04
MCM7,non-target,-1.79
MCM8,non-target,0.631
MCM9,non-target,1.13
MCMBP,non-target,1.95
MCMDC2,non-target,1.9
MCOLN1,non-target,3.09
MCOLN2,non-target,0.962
MCOLN3,non-target,1.54
MCPH1,non-target,-6.62
MCRIP1,non-target,0.603
MCRIP2,non-target,-0.307
MCRS1,non-target,2.52
MCTP1,non-target,0.553
MCTP2,non-target,-1.5
MCTS1,non-target,2.77
MCTS2,non-target,0.754
MCU,non-target,2.3
MCUB,non-target,0.0401
MCUR1,non-target,-0.0126
MDC1,non-target,3.62
MDFI,non-target,0.285
MDFIC,non-target,-0.945
MDGA1,non-target,2.82
MDGA2,non-target,1.54
MDH1,non-target,0.787
MDH1B,non-target,0.764
MDH2,non-target,0.263
MDK,non-target,0.198
SAXO6,non-target,0.389
MDM2,in-trial,3.36
MDM4,non-target,2.32
MDN1,non-target,4.22
MDP1,non-target,0.334
ME1,non-target,-0.905
ME2,non-target,1.79
ME3,non-target,1.85
MEA1,non-target,-0.0704
MEAF6,non-target,1.65
MEAK7,non-target,-5.98
MECOM,non-target,2.31
MECP2,non-target,-2.97
MECR,non-target,0.187
MED1,non-target,3.52
MED10,non-target,1.19
MED11,non-target,0.565
MED12,non-target,9.24
MED12L,non-target,4.41
MED13,non-target,3.33
MED13L,non-target,6.46
MED14,non-target,5.44
MED15,non-target,3.8
MED16,non-target,-4.1
MED17,non-target,1.05
MED18,non-target,1.61
MED19,non-target,0.375
MED20,non-target,1.24
MED21,non-target,0.683
MED22,non-target,0.421
MED23,non-target,6.25
MED24,non-target,2.84
MED25,non-target,1.35
MED26,non-target,0.833
MED27,non-target,2.32
MED28,non-target,-1.21
MED29,non-target,0.341
MED30,non-target,0.711
MED31,non-target,1.14
MED4,non-target,0.462
MED6,non-target,1.39
MED7,non-target,1.17
MED8,non-target,1.57
MED9,non-target,0.412
MEDAG,non-target,-0.555
MEF2A,non-target,1.67
MEF2B,non-target,1.33
MEF2C,non-target,5.7
MEF2D,non-target,3.09
MEFV,non-target,-2.21
MEGF10,non-target,1.75
MEGF11,non-target,0.133
MEGF6,non-target,-0.719
MEGF8,non-target,4.2
MEGF9,non-target,1.66
MEI1,non-target,0.0433
MEI4,non-target,1.49
MEIG1,non-target,-0.587
MEIOB,non-target,-0.00341
MEIOC,non-target,2.94
MEIOSIN,non-target,-5.07
MEIS1,non-target,3.74
MEIS2,non-target,3.52
MEIS3,non-target,0.887
MELK,non-target,0.359
MELTF,non-target,0.445
MEMO1,non-target,4.13
MEN1,in-trial,4.87
MEOX1,non-target,-0.0181
MEOX2,non-target,-1.1
MEP1A,non-target,0.463
MEP1B,non-target,1.3
MEPCE,non-target,1.49
MEPE,non-target,0.0885
MERTK,in-trial,1.5
MESD,non-target,-1.12
MESP1,non-target,-1.51
MESP2,non-target,-1.84
MEST,non-target,2.96
MET,in-trial,2.63
METAP1,in-trial,1.77
METAP1D,in-trial,0.203
METAP2,in-trial,3.81
METRN,non-target,-0.655
METRNL,non-target,0.466
METTL1,non-target,0.599
METTL13,non-target,0.924
METTL14,non-target,3.85
METTL15,non-target,1.15
METTL16,non-target,4.18
METTL17,non-target,0.414
METTL18,non-target,0.558
METTL21A,non-target,-0.109
METTL21C,non-target,0.0749
METTL22,non-target,-2.81
METTL23,non-target,-1.57
METTL24,non-target,0.573
METTL25,non-target,-1.6
METTL25B,non-target,1.16
METTL26,non-target,-1.6
METTL27,non-target,-0.396
METTL2A,non-target,2.01
METTL2B,non-target,2.93
METTL3,non-target,4.56
METTL4,non-target,0.437
METTL5,non-target,0.509
METTL6,non-target,0.492
TMT1A,non-target,0.49
TMT1B,non-target,-0.254
METTL8,non-target,0.204
METTL9,non-target,3.0
MEX3A,non-target,2.86
MEX3B,non-target,-0.566
MEX3C,non-target,1.94
MEX3D,non-target,-0.59
MFAP1,non-target,3.69
MFAP2,non-target,0.736
MFAP3,non-target,0.942
MFAP3L,non-target,2.2
MFAP4,non-target,1.47
MFAP5,non-target,0.325
MFF,non-target,0.415
MFGE8,non-target,0.13
MFHAS1,non-target,-5.2
MFN1,non-target,1.26
MFN2,non-target,3.14
MFNG,non-target,0.849
MFRP,non-target,-1.6
MFSD1,non-target,0.254
SLC75A1,non-target,-2.44
MFSD11,non-target,0.255
MFSD12,non-target,-4.08
SLC68A1,non-target,1.12
SLC71A1,non-target,3.41
SLC71A2,non-target,2.28
MFSD2A,non-target,3.36
MFSD2B,non-target,0.373
SLC33A2,non-target,-3.18
SLC60A1,non-target,2.23
SLC60A2,non-target,0.678
SLC61A1,non-target,1.08
MFSD6,non-target,3.21
MFSD6L,non-target,-0.259
MFSD8,non-target,1.32
SLC67A2,non-target,-0.622
MGA,non-target,1.65
MGAM,in-trial,2.57
MGAM2,non-target,-10.8
MGARP,non-target,0.365
MGAT1,non-target,1.18
MGAT2,non-target,0.451
MGAT3,non-target,3.27
MGAT4A,non-target,2.54
MGAT4B,non-target,0.775
MGAT4C,non-target,1.3
MGAT4D,non-target,-6.73
MGAT5,non-target,3.04
MGAT5B,non-target,1.99
MGLL,in-trial,1.21
MGME1,non-target,0.316
MGMT,non-target,-0.363
MGP,non-target,0.209
MGRN1,non-target,-3.05
MGST1,non-target,0.167
MGST2,non-target,0.519
MGST3,non-target,1.15
MIA,non-target,0.467
MIA-RAB4B,non-target,0.443
MIA2,non-target,-0.691
MIA3,non-target,1.31
MIB1,non-target,3.58
MIB2,non-target,-1.35
MICA,non-target,1.61
MICAL1,non-target,1.02
MICAL2,non-target,0.939
MICAL3,non-target,2.22
MICALL1,non-target,1.08
MICALL2,non-target,-3.88
MICB,non-target,1.11
MICOS10,non-target,-0.282
MICOS10-NBL1,non-target,0.234
MICOS13,non-target,-0.308
MICU1,non-target,1.46
MICU2,non-target,-0.702
MICU3,non-target,-1.9
MID1,non-target,3.46
MID1IP1,non-target,1.06
MID2,non-target,2.57
MIDEAS,non-target,2.3
MIDN,non-target,-1.2
MIEF1,non-target,1.26
MIEF2,non-target,0.938
MIEN1,non-target,-0.289
MIER1,non-target,1.74
MIER2,non-target,0.673
MIER3,non-target,2.55
MIF,approved,-2.11
MIF4GD,non-target,0.449
MIGA1,non-target,-0.0302
MIGA2,non-target,1.94
MIIP,non-target,0.297
MILR1,non-target,-3.39
MINAR1,non-target,0.252
MINAR2,non-target,-0.821
MINDY1,non-target,1.68
MINDY2,non-target,-1.65
MINDY3,non-target,-0.056
MINDY4,non-target,0.129
MINDY4B,non-target,-5.21
MINK1,non-target,4.49
MINPP1,non-target,0.121
MIOS,non-target,0.629
MIOX,non-target,-0.3
MIP,non-target,1.72
MIPEP,non-target,-0.488
MIPOL1,non-target,-0.743
MIS12,non-target,1.12
MIS18A,non-target,-0.0307
MIS18BP1,non-target,-0.706
MISP,non-target,-2.08
MISP3,non-target,-3.16
MITD1,non-target,0.712
MITF,non-target,1.0
MIX23,non-target,0.886
MIXL1,non-target,0.0403
MKI67,non-target,-0.375
MKLN1,non-target,3.67
MKNK1,in-trial,1.89
MKNK2,in-trial,-0.897
MKRN1,non-target,2.36
MKRN2,non-target,0.197
MKRN2OS,non-target,-1.37
MKRN3,non-target,-1.35
MKS1,non-target,0.726
MKX,non-target,-0.0311
MLANA,non-target,-0.717
MLC1,non-target,0.638
MLEC,non-target,3.32
MLF1,non-target,0.416
MLF2,non-target,1.97
MLH1,non-target,0.688
MLH3,non-target,1.81
MLIP,non-target,-1.21
MLKL,non-target,-2.14
MLLT1,non-target,3.47
MLLT10,non-target,1.79
MLLT11,non-target,0.835
MLLT3,non-target,1.87
MLLT6,non-target,2.73
MLN,non-target,0.747
MLNR,in-trial,-0.66
MLPH,non-target,0.262
MLST8,in-trial,0.646
MLX,non-target,0.519
MLXIP,non-target,2.88
MLXIPL,non-target,1.42
MLYCD,non-target,-4.17
MMAA,non-target,0.685
MMAB,non-target,0.482
MMACHC,non-target,-0.615
MMADHC,non-target,0.412
MMD,non-target,1.64
MMD2,non-target,-0.914
MME,non-target,0.855
MMEL1,non-target,0.463
MMGT1,non-target,1.43
MMP1,in-trial,-0.97
MMP10,non-target,-0.884
MMP11,non-target,0.777
MMP12,non-target,0.729
MMP13,in-trial,0.138
MMP14,non-target,2.89
MMP15,non-target,1.6
MMP16,non-target,4.48
MMP17,non-target,0.243
MMP19,non-target,0.916
MMP2,non-target,1.08
MMP20,non-target,-1.07
MMP21,non-target,0.434
MMP23B,non-target,2.51
MMP24,non-target,3.21
MMP25,non-target,-2.26
MMP26,non-target,-0.742
MMP27,non-target,-1.35
MMP28,non-target,0.821
MMP3,non-target,0.135
MMP7,in-trial,-0.957
MMP8,in-trial,-1.73
MMP9,in-trial,0.41
MMRN1,non-target,-1.88
MMRN2,non-target,-0.0787
MMS19,non-target,1.18
MMS22L,non-target,0.805
MMUT,non-target,0.806
MN1,non-target,0.208
MNAT1,non-target,1.01
MND1,non-target,0.732
MNDA,non-target,-1.17
MNS1,non-target,-0.749
MNT,non-target,0.53
MNX1,non-target,0.157
MOAP1,non-target,0.701
MOB1A,non-target,2.11
MOB1B,non-target,0.439
MOB2,non-target,1.15
MOB3A,non-target,-0.538
MOB3B,non-target,0.719
MOB3C,non-target,0.267
MOB4,non-target,2.93
MOBP,non-target,1.85
MOCOS,non-target,0.088
MOCS1,non-target,0.535
MOCS2,non-target,-0.25
MOCS3,non-target,0.326
MOG,non-target,1.23
MOGAT1,non-target,-0.511
MOGAT2,non-target,-0.0563
MOGAT3,non-target,-0.00121
MOGS,non-target,0.966
MOK,non-target,0.172
MON1A,non-target,2.24
MON1B,non-target,0.273
MON2,non-target,3.84
MORC1,non-target,2.37
MORC2,non-target,4.8
MORC3,non-target,3.4
MORC4,non-target,1.27
MORF4L1,non-target,3.81
MORF4L2,non-target,2.65
MORN1,non-target,-0.987
MORN2,non-target,-1.23
MORN3,non-target,0.255
MORN4,non-target,0.755
MORN5,non-target,0.119
MOS,non-target,0.807
MOSMO,non-target,2.16
MOSPD1,non-target,1.71
MOSPD2,non-target,2.05
MOSPD3,non-target,0.209
MOV10,non-target,4.09
MOV10L1,non-target,1.32
MOXD1,non-target,-1.44
MPC1,non-target,1.01
MPC1L,non-target,0.505
MPC2,non-target,1.07
MPDU1,non-target,0.455
MPDZ,non-target,-5.66
MPEG1,non-target,0.0612
MPG,non-target,-0.827
MPHOSPH10,non-target,1.1
MPHOSPH6,non-target,-2.76
MPHOSPH8,non-target,1.83
MPHOSPH9,non-target,1.7
MPI,non-target,0.189
MPIG6B,non-target,0.419
MPL,approved,1.89
MPLKIP,non-target,-1.23
MPND,non-target,0.0814
MPO,non-target,0.577
MPP1,non-target,1.69
MPP2,non-target,1.99
MPP3,non-target,2.21
MPP4,non-target,0.741
MPP7,non-target,0.858
MPPE1,non-target,1.23
MPPED1,non-target,2.93
MPPED2,non-target,2.15
MPRIP,non-target,4.89
MPST,non-target,-0.411
MPV17,non-target,0.529
MPV17L,non-target,0.407
MPV17L2,non-target,0.134
MPZ,non-target,1.47
MPZL1,non-target,1.26
MPZL2,non-target,-0.748
MPZL3,non-target,0.444
MR1,non-target,0.69
MRAP,non-target,-0.576
MRAP2,non-target,0.0547
MRAS,non-target,3.16
MRC1,non-target,-5.43
MRC2,non-target,3.1
MRE11,non-target,0.831
MREG,non-target,0.0368
MRFAP1,non-target,-0.044
MRFAP1L1,non-target,-0.181
MRGBP,non-target,1.29
MRGPRD,non-target,0.45
MRGPRE,non-target,-0.669
MRGPRF,non-target,-0.47
MRGPRG,non-target,-0.00721
MRGPRX1,non-target,-0.369
MRGPRX2,non-target,0.329
MRGPRX3,non-target,-0.756
MRGPRX4,non-target,0.128
MRI1,non-target,0.151
MRM1,non-target,0.655
MRM2,non-target,-0.16
MRM3,non-target,-0.693
MRNIP,non-target,-0.736
MRO,non-target,-1.07
MROH1,non-target,-6.23
MROH2A,non-target,0.872
MROH2B,non-target,-1.21
MROH5,non-target,-0.342
MROH6,non-target,-1.94
MROH7,non-target,0.733
MROH7-TTC4,non-target,0.791
MROH8,non-target,2.74
MROH9,non-target,-0.565
MRPL1,non-target,0.687
MRPL10,non-target,0.5
MRPL11,non-target,0.0518
MRPL12,non-target,0.459
MRPL13,non-target,-0.298
MRPL14,non-target,0.473
MRPL15,non-target,0.651
MRPL16,non-target,0.298
MRPL17,non-target,-0.796
MRPL18,non-target,-0.0687
MRPL19,non-target,-0.365
MRPL2,non-target,0.111
MRPL20,non-target,-2.08
MRPL21,non-target,0.0644
MRPL22,non-target,0.559
MRPL23,non-target,2.66
MRPL24,non-target,1.03
MRPL27,non-target,-0.0973
MRPL28,non-target,-2.47
MRPL3,non-target,0.446
MRPL30,non-target,0.614
MRPL32,non-target,0.692
MRPL33,non-target,-0.0448
MRPL34,non-target,-0.781
MRPL35,non-target,0.00715
MRPL36,non-target,-0.567
MRPL37,non-target,0.213
MRPL38,non-target,-0.157
MRPL39,non-target,-0.41
MRPL4,non-target,0.668
MRPL40,non-target,-0.334
MRPL41,non-target,0.958
MRPL42,non-target,-0.0581
MRPL43,non-target,0.512
MRPL44,non-target,-0.238
MRPL45,non-target,1.26
MRPL46,non-target,-1.27
MRPL47,non-target,-1.07
MRPL48,non-target,1.07
MRPL49,non-target,0.803
MRPL50,non-target,-0.806
MRPL51,non-target,0.376
MRPL52,non-target,-0.138
MRPL53,non-target,-0.879
MRPL54,non-target,0.275
MRPL55,non-target,1.03
MRPL57,non-target,-0.739
MRPL58,non-target,0.493
MRPL9,non-target,-0.556
MRPS10,non-target,0.0861
MRPS11,non-target,-0.546
MRPS12,non-target,-0.182
MRPS14,non-target,0.476
MRPS15,non-target,0.206
MRPS16,non-target,-0.148
MRPS17,non-target,0.503
MRPS18A,non-target,-0.826
MRPS18B,non-target,-0.165
MRPS18C,non-target,0.635
MRPS2,non-target,0.68
MRPS21,non-target,0.7
MRPS22,non-target,0.0158
MRPS23,non-target,-0.146
MRPS24,non-target,-0.142
MRPS25,non-target,-0.185
MRPS26,non-target,-0.0834
MRPS27,non-target,0.182
MRPS28,non-target,-0.897
MRPS30,non-target,-1.22
MRPS31,non-target,0.586
MRPS33,non-target,0.709
MRPS34,non-target,-1.95
MRPS35,non-target,0.235
KGD4,non-target,0.764
MRPS5,non-target,-0.444
MRPS6,non-target,-0.289
MRPS7,non-target,-0.141
MRPS9,non-target,0.158
MRRF,non-target,-0.0874
MRS2,non-target,1.12
MRTFA,non-target,0.301
MRTFB,non-target,0.834
MRTO4,non-target,-0.0918
MS4A1,approved,0.068
MS4A10,non-target,-0.316
MS4A12,non-target,-0.355
MS4A13,non-target,0.123
MS4A14,non-target,-0.563
MS4A15,non-target,0.262
MS4A18,non-target,-3.37
MS4A2,non-target,0.0147
MS4A3,non-target,-0.815
MS4A4A,non-target,0.076
MS4A4E,non-target,-0.476
